SalesKey,TransactionId,DateKey,TimeKey,CustomerKey,ShopKey,MenuItemKey,Quantity,UnitPrice,TotalAmount,LoyaltyPointsEarned,LoyaltyPointsRedeemed,PaymentMethod,Size,SourceSystem,CreatedAt
1569,txn-001569,20250801,235200,79,7,16,3,7.25,21.75,2,0,Credit Card,Large,CosmosDB,2025-08-01 23:52:00.000
1570,txn-001570,20250804,71200,259,15,6,4,5.00,20.00,2,1,Gift Card,Medium,CosmosDB,2025-08-04 07:12:00.000
1571,txn-001571,20250803,235600,306,13,20,2,3.00,6.00,3,3,Mobile Pay,Medium,CosmosDB,2025-08-03 23:56:00.000
1572,txn-001572,20250804,52200,492,16,10,1,5.50,5.50,0,1,Cash,Large,CosmosDB,2025-08-04 05:22:00.000
1573,txn-001573,20250801,190200,116,16,14,3,2.00,6.00,1,2,Gift Card,Small,CosmosDB,2025-08-01 19:02:00.000
1574,txn-001574,20250801,153200,350,1,8,1,4.50,4.50,5,1,Debit Card,Large,CosmosDB,2025-08-01 15:32:00.000
1575,txn-001575,20250802,213000,315,5,4,1,5.75,5.75,4,3,Mobile Pay,Large,CosmosDB,2025-08-02 21:30:00.000
1576,txn-001576,20250804,110600,417,16,18,3,6.00,18.00,1,2,Mobile Pay,Small,CosmosDB,2025-08-04 11:06:00.000
1577,txn-001577,20250802,92900,101,14,13,1,1.75,1.75,4,2,Mobile Pay,Small,CosmosDB,2025-08-02 09:29:00.000
1578,txn-001578,20250802,82300,98,1,17,4,7.25,29.00,5,3,Debit Card,Small,CosmosDB,2025-08-02 08:23:00.000
1579,txn-001579,20250803,72800,367,3,8,2,2.50,5.00,3,0,Gift Card,Small,CosmosDB,2025-08-03 07:28:00.000
1580,txn-001580,20250803,215900,239,13,12,2,3.75,7.50,3,3,Cash,Medium,CosmosDB,2025-08-03 21:59:00.000
1581,txn-001581,20250802,170000,128,8,10,1,5.50,5.50,1,2,Debit Card,Large,CosmosDB,2025-08-02 17:00:00.000
1582,txn-001582,20250804,71900,414,8,18,2,7.00,14.00,5,2,Credit Card,Medium,CosmosDB,2025-08-04 07:19:00.000
1583,txn-001583,20250801,132900,309,13,1,4,5.00,20.00,5,0,Cash,Large,CosmosDB,2025-08-01 13:29:00.000
1584,txn-001584,20250803,232900,282,17,8,2,2.50,5.00,4,0,Cash,Small,CosmosDB,2025-08-03 23:29:00.000
1585,txn-001585,20250801,94300,378,17,3,3,2.75,8.25,3,3,Mobile Pay,Small,CosmosDB,2025-08-01 09:43:00.000
1586,txn-001586,20250803,12700,490,1,10,1,5.25,5.25,5,2,Debit Card,Large,CosmosDB,2025-08-03 01:27:00.000
1587,txn-001587,20250801,81200,417,4,2,1,4.50,4.50,4,1,Mobile Pay,Medium,CosmosDB,2025-08-01 08:12:00.000
1588,txn-001588,20250802,60200,100,6,8,4,2.50,10.00,5,2,Credit Card,Small,CosmosDB,2025-08-02 06:02:00.000
1589,txn-001589,20250802,121800,216,4,14,3,2.75,8.25,0,3,Debit Card,Medium,CosmosDB,2025-08-02 12:18:00.000
1590,txn-001590,20250802,95800,450,12,15,3,4.75,14.25,5,2,Debit Card,Small,CosmosDB,2025-08-02 09:58:00.000
1591,txn-001591,20250804,21000,136,11,18,4,7.00,28.00,5,1,Cash,Medium,CosmosDB,2025-08-04 02:10:00.000
1592,txn-001592,20250802,221200,439,4,14,3,3.75,11.25,4,1,Debit Card,Large,CosmosDB,2025-08-02 22:12:00.000
1593,txn-001593,20250801,131400,235,20,11,2,3.75,7.50,2,3,Cash,Large,CosmosDB,2025-08-01 13:14:00.000
1594,txn-001594,20250801,203900,9,5,15,2,4.75,9.50,5,3,Mobile Pay,Small,CosmosDB,2025-08-01 20:39:00.000
1595,txn-001595,20250801,95100,312,20,2,2,5.25,10.50,2,2,Mobile Pay,Large,CosmosDB,2025-08-01 09:51:00.000
1596,txn-001596,20250804,74100,46,16,16,2,5.75,11.50,4,2,Mobile Pay,Small,CosmosDB,2025-08-04 07:41:00.000
1597,txn-001597,20250804,100200,39,8,13,1,3.25,3.25,1,0,Cash,Large,CosmosDB,2025-08-04 10:02:00.000
1598,txn-001598,20250804,62900,179,6,10,2,5.50,11.00,5,2,Gift Card,Large,CosmosDB,2025-08-04 06:29:00.000
1599,txn-001599,20250802,193600,49,6,7,2,5.50,11.00,5,2,Gift Card,Large,CosmosDB,2025-08-02 19:36:00.000
1600,txn-001600,20250803,180600,388,1,19,3,2.50,7.50,2,1,Gift Card,Large,CosmosDB,2025-08-03 18:06:00.000
1601,txn-001601,20250802,25800,95,15,14,4,3.50,14.00,1,2,Cash,Large,CosmosDB,2025-08-02 02:58:00.000
1602,txn-001602,20250802,223400,168,13,6,4,4.00,16.00,5,1,Mobile Pay,Small,CosmosDB,2025-08-02 22:34:00.000
1603,txn-001603,20250802,212700,15,6,7,4,4.50,18.00,0,2,Credit Card,Medium,CosmosDB,2025-08-02 21:27:00.000
1604,txn-001604,20250802,221900,364,12,17,3,9.00,27.00,4,3,Credit Card,Large,CosmosDB,2025-08-02 22:19:00.000
1605,txn-001605,20250802,184500,305,15,14,1,2.75,2.75,5,3,Mobile Pay,Medium,CosmosDB,2025-08-02 18:45:00.000
1606,txn-001606,20250804,51200,401,20,12,2,3.75,7.50,2,0,Mobile Pay,Medium,CosmosDB,2025-08-04 05:12:00.000
1607,txn-001607,20250804,22300,490,18,9,4,5.25,21.00,1,2,Cash,Large,CosmosDB,2025-08-04 02:23:00.000
1608,txn-001608,20250804,50600,47,3,2,1,5.25,5.25,3,0,Mobile Pay,Large,CosmosDB,2025-08-04 05:06:00.000
1609,txn-001609,20250804,122500,106,13,5,1,3.50,3.50,2,3,Credit Card,Small,CosmosDB,2025-08-04 12:25:00.000
1610,txn-001610,20250801,180600,447,1,19,2,2.75,5.50,4,0,Mobile Pay,Large,CosmosDB,2025-08-01 18:06:00.000
1611,txn-001611,20250803,10100,280,2,20,4,3.00,12.00,1,0,Cash,Small,CosmosDB,2025-08-03 01:01:00.000
1612,txn-001612,20250804,130700,217,18,18,2,6.25,12.50,2,1,Credit Card,Small,CosmosDB,2025-08-04 13:07:00.000
1613,txn-001613,20250803,42900,58,20,5,3,4.50,13.50,2,3,Debit Card,Medium,CosmosDB,2025-08-03 04:29:00.000
1614,txn-001614,20250803,45200,315,14,3,4,4.25,17.00,5,1,Credit Card,Large,CosmosDB,2025-08-03 04:52:00.000
1615,txn-001615,20250801,65600,498,17,13,4,2.25,9.00,0,0,Credit Card,Medium,CosmosDB,2025-08-01 06:56:00.000
1616,txn-001616,20250802,152900,484,13,12,3,4.25,12.75,3,0,Gift Card,Large,CosmosDB,2025-08-02 15:29:00.000
1617,txn-001617,20250804,121200,403,12,8,2,2.50,5.00,2,3,Mobile Pay,Small,CosmosDB,2025-08-04 12:12:00.000
1618,txn-001618,20250803,202700,405,18,11,2,3.75,7.50,2,3,Gift Card,Large,CosmosDB,2025-08-03 20:27:00.000
1619,txn-001619,20250803,63900,433,4,7,2,4.50,9.00,0,3,Mobile Pay,Medium,CosmosDB,2025-08-03 06:39:00.000
1620,txn-001620,20250802,20100,26,15,19,1,1.25,1.25,4,0,Gift Card,Small,CosmosDB,2025-08-02 02:01:00.000
1621,txn-001621,20250803,100000,113,5,18,1,6.25,6.25,3,1,Debit Card,Small,CosmosDB,2025-08-03 10:00:00.000
1622,txn-001622,20250802,1800,195,11,11,4,2.25,9.00,0,0,Credit Card,Small,CosmosDB,2025-08-02 00:18:00.000
1623,txn-001623,20250802,53700,422,14,12,1,2.75,2.75,5,1,Debit Card,Small,CosmosDB,2025-08-02 05:37:00.000
1624,txn-001624,20250803,53400,458,4,2,2,3.25,6.50,5,2,Debit Card,Small,CosmosDB,2025-08-03 05:34:00.000
1625,txn-001625,20250802,61300,116,19,2,1,3.25,3.25,2,3,Mobile Pay,Small,CosmosDB,2025-08-02 06:13:00.000
1626,txn-001626,20250802,13900,453,6,11,1,2.25,2.25,1,2,Credit Card,Small,CosmosDB,2025-08-02 01:39:00.000
1627,txn-001627,20250803,184800,288,8,14,2,3.50,7.00,1,0,Credit Card,Large,CosmosDB,2025-08-03 18:48:00.000
1628,txn-001628,20250804,93100,428,10,2,2,5.25,10.50,1,3,Gift Card,Large,CosmosDB,2025-08-04 09:31:00.000
1629,txn-001629,20250803,700,115,6,12,1,4.25,4.25,5,3,Cash,Large,CosmosDB,2025-08-03 00:07:00.000
1630,txn-001630,20250802,131300,195,11,13,3,3.25,9.75,1,1,Cash,Large,CosmosDB,2025-08-02 13:13:00.000
1631,txn-001631,20250802,94100,243,16,6,4,4.00,16.00,0,0,Gift Card,Small,CosmosDB,2025-08-02 09:41:00.000
1632,txn-001632,20250802,10100,305,2,15,2,5.50,11.00,2,1,Gift Card,Medium,CosmosDB,2025-08-02 01:01:00.000
1633,txn-001633,20250801,160300,275,16,18,4,6.25,25.00,2,0,Gift Card,Small,CosmosDB,2025-08-01 16:03:00.000
1634,txn-001634,20250803,80600,202,11,10,4,5.50,22.00,4,1,Credit Card,Large,CosmosDB,2025-08-03 08:06:00.000
1635,txn-001635,20250803,233000,217,3,12,1,2.75,2.75,3,0,Credit Card,Small,CosmosDB,2025-08-03 23:30:00.000
1636,txn-001636,20250803,14400,453,16,19,1,2.75,2.75,1,0,Debit Card,Large,CosmosDB,2025-08-03 01:44:00.000
1637,txn-001637,20250803,134900,90,13,2,1,4.25,4.25,5,0,Debit Card,Medium,CosmosDB,2025-08-03 13:49:00.000
1638,txn-001638,20250802,120700,185,20,5,3,3.75,11.25,2,1,Debit Card,Small,CosmosDB,2025-08-02 12:07:00.000
1639,txn-001639,20250802,11200,402,6,20,2,3.00,6.00,4,1,Mobile Pay,Medium,CosmosDB,2025-08-02 01:12:00.000
1640,txn-001640,20250802,41700,482,9,4,4,5.75,23.00,1,1,Gift Card,Large,CosmosDB,2025-08-02 04:17:00.000
1641,txn-001641,20250803,212200,362,1,3,4,3.50,14.00,3,1,Cash,Medium,CosmosDB,2025-08-03 21:22:00.000
1642,txn-001642,20250801,165100,286,3,6,1,4.00,4.00,1,3,Gift Card,Small,CosmosDB,2025-08-01 16:51:00.000
1643,txn-001643,20250801,134700,267,20,9,3,5.25,15.75,3,2,Credit Card,Large,CosmosDB,2025-08-01 13:47:00.000
1644,txn-001644,20250803,234500,277,12,13,1,2.50,2.50,4,2,Cash,Medium,CosmosDB,2025-08-03 23:45:00.000
1645,txn-001645,20250803,31700,250,15,15,1,6.25,6.25,5,3,Cash,Large,CosmosDB,2025-08-03 03:17:00.000
1646,txn-001646,20250803,20300,460,12,8,4,3.50,14.00,4,3,Credit Card,Medium,CosmosDB,2025-08-03 02:03:00.000
1647,txn-001647,20250803,1600,377,19,12,4,3.50,14.00,2,1,Debit Card,Medium,CosmosDB,2025-08-03 00:16:00.000
1648,txn-001648,20250801,222000,99,10,13,4,2.50,10.00,1,1,Credit Card,Medium,CosmosDB,2025-08-01 22:20:00.000
1649,txn-001649,20250804,102300,70,17,18,3,6.25,18.75,0,3,Gift Card,Small,CosmosDB,2025-08-04 10:23:00.000
1650,txn-001650,20250802,155900,3,4,4,3,5.75,17.25,5,0,Gift Card,Large,CosmosDB,2025-08-02 15:59:00.000
1651,txn-001651,20250803,181000,347,7,16,2,5.75,11.50,5,3,Mobile Pay,Small,CosmosDB,2025-08-03 18:10:00.000
1652,txn-001652,20250801,135700,391,9,8,3,3.50,10.50,5,3,Gift Card,Medium,CosmosDB,2025-08-01 13:57:00.000
1653,txn-001653,20250802,202200,31,8,20,2,3.00,6.00,2,1,Credit Card,Medium,CosmosDB,2025-08-02 20:22:00.000
1654,txn-001654,20250803,104400,469,6,20,1,3.00,3.00,3,2,Cash,Medium,CosmosDB,2025-08-03 10:44:00.000
1655,txn-001655,20250803,134000,234,3,14,3,2.75,8.25,4,3,Debit Card,Medium,CosmosDB,2025-08-03 13:40:00.000
1656,txn-001656,20250802,10400,256,15,14,4,3.50,14.00,4,3,Cash,Large,CosmosDB,2025-08-02 01:04:00.000
1657,txn-001657,20250802,81200,100,10,16,2,5.75,11.50,1,1,Cash,Small,CosmosDB,2025-08-02 08:12:00.000
1658,txn-001658,20250803,31400,43,6,11,2,4.00,8.00,1,2,Mobile Pay,Large,CosmosDB,2025-08-03 03:14:00.000
1659,txn-001659,20250803,165500,221,18,4,3,4.75,14.25,5,2,Credit Card,Medium,CosmosDB,2025-08-03 16:55:00.000
1660,txn-001660,20250802,154600,353,1,10,3,4.25,12.75,0,2,Credit Card,Medium,CosmosDB,2025-08-02 15:46:00.000
1661,txn-001661,20250802,203600,184,1,18,2,7.75,15.50,3,3,Debit Card,Large,CosmosDB,2025-08-02 20:36:00.000
1662,txn-001662,20250803,154800,378,20,14,3,2.00,6.00,3,1,Credit Card,Small,CosmosDB,2025-08-03 15:48:00.000
1663,txn-001663,20250801,81600,327,6,17,1,7.25,7.25,2,3,Debit Card,Small,CosmosDB,2025-08-01 08:16:00.000
1664,txn-001664,20250803,112000,193,16,8,4,2.50,10.00,2,0,Cash,Small,CosmosDB,2025-08-03 11:20:00.000
1665,txn-001665,20250801,70800,30,1,20,4,3.00,12.00,5,0,Debit Card,Small,CosmosDB,2025-08-01 07:08:00.000
1666,txn-001666,20250802,91700,228,16,20,1,3.00,3.00,1,0,Gift Card,Medium,CosmosDB,2025-08-02 09:17:00.000
1667,txn-001667,20250803,121700,312,7,4,4,3.75,15.00,0,3,Credit Card,Small,CosmosDB,2025-08-03 12:17:00.000
1668,txn-001668,20250802,160100,108,9,8,3,2.50,7.50,3,3,Credit Card,Small,CosmosDB,2025-08-02 16:01:00.000
1669,txn-001669,20250803,211400,141,13,1,3,5.00,15.00,1,0,Cash,Large,CosmosDB,2025-08-03 21:14:00.000
1670,txn-001670,20250803,184300,174,20,10,2,3.75,7.50,0,0,Debit Card,Small,CosmosDB,2025-08-03 18:43:00.000
1671,txn-001671,20250803,210000,116,5,15,3,5.50,16.50,5,0,Credit Card,Medium,CosmosDB,2025-08-03 21:00:00.000
1672,txn-001672,20250804,121600,473,17,6,1,5.00,5.00,2,0,Cash,Medium,CosmosDB,2025-08-04 12:16:00.000
1673,txn-001673,20250804,14900,105,4,11,4,2.25,9.00,1,2,Debit Card,Small,CosmosDB,2025-08-04 01:49:00.000
1674,txn-001674,20250804,115000,81,17,12,3,3.50,10.50,1,3,Cash,Medium,CosmosDB,2025-08-04 11:50:00.000
1675,txn-001675,20250801,124800,448,12,7,3,4.50,13.50,5,1,Debit Card,Medium,CosmosDB,2025-08-01 12:48:00.000
1676,txn-001676,20250803,15500,39,15,5,1,5.50,5.50,0,1,Gift Card,Large,CosmosDB,2025-08-03 01:55:00.000
1677,txn-001677,20250803,94600,434,12,10,2,5.50,11.00,1,2,Cash,Large,CosmosDB,2025-08-03 09:46:00.000
1678,txn-001678,20250801,203100,159,9,12,3,3.50,10.50,5,3,Cash,Medium,CosmosDB,2025-08-01 20:31:00.000
1679,txn-001679,20250801,94500,263,6,14,2,2.00,4.00,3,0,Mobile Pay,Small,CosmosDB,2025-08-01 09:45:00.000
1680,txn-001680,20250802,204100,178,9,14,2,3.50,7.00,2,0,Mobile Pay,Large,CosmosDB,2025-08-02 20:41:00.000
1681,txn-001681,20250804,112400,202,1,3,1,3.50,3.50,5,1,Cash,Medium,CosmosDB,2025-08-04 11:24:00.000
1682,txn-001682,20250802,34800,413,16,16,4,6.50,26.00,0,0,Debit Card,Medium,CosmosDB,2025-08-02 03:48:00.000
1683,txn-001683,20250803,125800,50,9,16,1,6.50,6.50,5,0,Cash,Medium,CosmosDB,2025-08-03 12:58:00.000
1684,txn-001684,20250802,145500,129,19,16,1,7.25,7.25,4,2,Credit Card,Large,CosmosDB,2025-08-02 14:55:00.000
1685,txn-001685,20250802,92300,332,1,17,4,7.25,29.00,3,3,Mobile Pay,Small,CosmosDB,2025-08-02 09:23:00.000
1686,txn-001686,20250803,34200,244,4,13,2,1.75,3.50,0,1,Cash,Small,CosmosDB,2025-08-03 03:42:00.000
1687,txn-001687,20250803,65600,144,19,2,2,5.25,10.50,1,1,Debit Card,Large,CosmosDB,2025-08-03 06:56:00.000
1688,txn-001688,20250801,160000,254,17,13,2,3.25,6.50,1,0,Mobile Pay,Large,CosmosDB,2025-08-01 16:00:00.000
1689,txn-001689,20250803,12100,374,19,19,4,1.25,5.00,0,3,Cash,Small,CosmosDB,2025-08-03 01:21:00.000
1690,txn-001690,20250803,134300,121,20,8,1,2.50,2.50,5,2,Cash,Small,CosmosDB,2025-08-03 13:43:00.000
1691,txn-001691,20250803,154900,154,18,4,4,4.75,19.00,3,2,Gift Card,Medium,CosmosDB,2025-08-03 15:49:00.000
1692,txn-001692,20250801,104200,397,11,6,4,4.75,19.00,1,1,Gift Card,Medium,CosmosDB,2025-08-01 10:42:00.000
1693,txn-001693,20250801,161400,98,1,11,3,2.25,6.75,2,2,Credit Card,Small,CosmosDB,2025-08-01 16:14:00.000
1694,txn-001694,20250803,63300,226,18,3,1,3.50,3.50,2,2,Cash,Medium,CosmosDB,2025-08-03 06:33:00.000
1695,txn-001695,20250803,225500,142,4,20,2,3.00,6.00,3,3,Cash,Small,CosmosDB,2025-08-03 22:55:00.000
1696,txn-001696,20250802,73700,182,15,2,1,4.25,4.25,4,0,Mobile Pay,Medium,CosmosDB,2025-08-02 07:37:00.000
1697,txn-001697,20250801,193300,132,6,18,3,6.25,18.75,4,1,Gift Card,Small,CosmosDB,2025-08-01 19:33:00.000
1698,txn-001698,20250803,133200,217,18,16,1,7.25,7.25,5,1,Credit Card,Large,CosmosDB,2025-08-03 13:32:00.000
1699,txn-001699,20250804,34900,170,4,20,4,3.00,12.00,0,1,Debit Card,Medium,CosmosDB,2025-08-04 03:49:00.000
1700,txn-001700,20250804,104800,330,7,8,2,2.50,5.00,5,1,Mobile Pay,Small,CosmosDB,2025-08-04 10:48:00.000
1701,txn-001701,20250801,151300,350,3,5,4,5.50,22.00,5,2,Cash,Large,CosmosDB,2025-08-01 15:13:00.000
1702,txn-001702,20250804,4200,27,20,18,2,6.25,12.50,5,0,Credit Card,Small,CosmosDB,2025-08-04 00:42:00.000
1703,txn-001703,20250801,165300,445,11,15,4,6.25,25.00,0,3,Debit Card,Large,CosmosDB,2025-08-01 16:53:00.000
1704,txn-001704,20250803,1700,113,9,13,2,2.00,4.00,5,3,Debit Card,Small,CosmosDB,2025-08-03 00:17:00.000
1705,txn-001705,20250803,195300,383,18,19,2,1.25,2.50,2,1,Debit Card,Small,CosmosDB,2025-08-03 19:53:00.000
1706,txn-001706,20250803,103400,38,16,6,3,5.00,15.00,3,1,Debit Card,Medium,CosmosDB,2025-08-03 10:34:00.000
1707,txn-001707,20250804,63900,496,9,6,4,6.25,25.00,4,1,Gift Card,Large,CosmosDB,2025-08-04 06:39:00.000
1708,txn-001708,20250801,134200,385,1,12,4,2.75,11.00,5,2,Cash,Small,CosmosDB,2025-08-01 13:42:00.000
1709,txn-001709,20250803,233700,103,10,7,2,5.50,11.00,1,0,Credit Card,Large,CosmosDB,2025-08-03 23:37:00.000
1710,txn-001710,20250802,145900,426,2,16,1,6.00,6.00,4,2,Mobile Pay,Small,CosmosDB,2025-08-02 14:59:00.000
1711,txn-001711,20250801,74700,64,12,17,2,7.75,15.50,1,1,Cash,Medium,CosmosDB,2025-08-01 07:47:00.000
1712,txn-001712,20250801,234700,438,5,10,3,3.75,11.25,1,3,Credit Card,Small,CosmosDB,2025-08-01 23:47:00.000
1713,txn-001713,20250804,91700,80,2,11,1,3.75,3.75,4,1,Mobile Pay,Large,CosmosDB,2025-08-04 09:17:00.000
1714,txn-001714,20250803,70000,227,20,3,3,3.50,10.50,3,2,Credit Card,Medium,CosmosDB,2025-08-03 07:00:00.000
1715,txn-001715,20250803,44700,364,5,4,2,4.00,8.00,4,0,Mobile Pay,Small,CosmosDB,2025-08-03 04:47:00.000
1716,txn-001716,20250801,205700,298,20,6,1,5.00,5.00,1,3,Mobile Pay,Medium,CosmosDB,2025-08-01 20:57:00.000
1717,txn-001717,20250803,135400,403,18,10,1,3.75,3.75,2,1,Mobile Pay,Small,CosmosDB,2025-08-03 13:54:00.000
1718,txn-001718,20250803,82700,445,2,11,2,3.50,7.00,4,1,Cash,Large,CosmosDB,2025-08-03 08:27:00.000
1719,txn-001719,20250802,35600,226,13,9,2,3.50,7.00,2,3,Gift Card,Small,CosmosDB,2025-08-02 03:56:00.000
1720,txn-001720,20250803,132000,17,19,4,3,4.75,14.25,2,3,Gift Card,Medium,CosmosDB,2025-08-03 13:20:00.000
1721,txn-001721,20250802,215200,437,12,7,4,3.50,14.00,1,3,Gift Card,Small,CosmosDB,2025-08-02 21:52:00.000
1722,txn-001722,20250801,223800,341,12,2,3,4.25,12.75,1,2,Mobile Pay,Medium,CosmosDB,2025-08-01 22:38:00.000
1723,txn-001723,20250802,33700,117,20,16,3,5.75,17.25,4,0,Gift Card,Small,CosmosDB,2025-08-02 03:37:00.000
1724,txn-001724,20250801,160900,36,2,20,3,4.50,13.50,4,2,Credit Card,Large,CosmosDB,2025-08-01 16:09:00.000
1725,txn-001725,20250803,74200,146,17,1,3,4.00,12.00,4,2,Credit Card,Medium,CosmosDB,2025-08-03 07:42:00.000
1726,txn-001726,20250804,114500,198,9,17,1,8.00,8.00,3,1,Cash,Medium,CosmosDB,2025-08-04 11:45:00.000
1727,txn-001727,20250804,34500,29,5,7,2,3.50,7.00,2,3,Debit Card,Small,CosmosDB,2025-08-04 03:45:00.000
1728,txn-001728,20250802,185500,53,7,20,4,3.00,12.00,2,2,Mobile Pay,Medium,CosmosDB,2025-08-02 18:55:00.000
1729,txn-001729,20250804,42900,469,10,13,1,1.75,1.75,5,0,Credit Card,Small,CosmosDB,2025-08-04 04:29:00.000
1730,txn-001730,20250802,92900,488,14,16,2,5.50,11.00,5,0,Credit Card,Small,CosmosDB,2025-08-02 09:29:00.000
1731,txn-001731,20250803,110900,416,15,16,1,7.25,7.25,4,3,Mobile Pay,Large,CosmosDB,2025-08-03 11:09:00.000
1732,txn-001732,20250802,183700,116,7,13,1,3.00,3.00,2,2,Mobile Pay,Large,CosmosDB,2025-08-02 18:37:00.000
1733,txn-001733,20250803,40100,307,13,19,4,2.75,11.00,4,2,Cash,Large,CosmosDB,2025-08-03 04:01:00.000
1734,txn-001734,20250804,54800,160,17,12,2,4.25,8.50,0,2,Cash,Large,CosmosDB,2025-08-04 05:48:00.000
1735,txn-001735,20250801,152700,308,11,6,2,5.00,10.00,4,2,Gift Card,Medium,CosmosDB,2025-08-01 15:27:00.000
1736,txn-001736,20250803,211600,410,19,3,2,4.25,8.50,4,1,Cash,Large,CosmosDB,2025-08-03 21:16:00.000
1737,txn-001737,20250801,194000,386,15,14,4,2.00,8.00,5,3,Credit Card,Small,CosmosDB,2025-08-01 19:40:00.000
1738,txn-001738,20250801,205800,13,1,2,4,5.25,21.00,2,1,Cash,Large,CosmosDB,2025-08-01 20:58:00.000
1739,txn-001739,20250802,162300,81,11,13,2,3.25,6.50,4,3,Credit Card,Large,CosmosDB,2025-08-02 16:23:00.000
1740,txn-001740,20250802,53000,93,20,10,4,5.50,22.00,1,3,Debit Card,Large,CosmosDB,2025-08-02 05:30:00.000
1741,txn-001741,20250803,54800,41,2,13,2,2.50,5.00,5,3,Cash,Medium,CosmosDB,2025-08-03 05:48:00.000
1742,txn-001742,20250802,205100,209,13,11,3,3.75,11.25,1,1,Gift Card,Large,CosmosDB,2025-08-02 20:51:00.000
1743,txn-001743,20250804,125600,459,11,2,1,4.25,4.25,5,3,Debit Card,Medium,CosmosDB,2025-08-04 12:56:00.000
1744,txn-001744,20250802,13800,86,1,8,1,2.50,2.50,0,0,Gift Card,Small,CosmosDB,2025-08-02 01:38:00.000
1745,txn-001745,20250801,62600,293,16,1,2,5.00,10.00,3,0,Gift Card,Large,CosmosDB,2025-08-01 06:26:00.000
1746,txn-001746,20250801,220600,58,5,20,1,3.00,3.00,4,2,Cash,Small,CosmosDB,2025-08-01 22:06:00.000
1747,txn-001747,20250803,110300,145,17,7,4,3.75,15.00,3,0,Gift Card,Small,CosmosDB,2025-08-03 11:03:00.000
1748,txn-001748,20250804,70200,240,10,9,2,4.25,8.50,2,2,Debit Card,Medium,CosmosDB,2025-08-04 07:02:00.000
1749,txn-001749,20250803,31300,49,11,11,3,3.75,11.25,3,1,Gift Card,Large,CosmosDB,2025-08-03 03:13:00.000
1750,txn-001750,20250801,120500,241,13,19,1,2.75,2.75,0,3,Cash,Large,CosmosDB,2025-08-01 12:05:00.000
1751,txn-001751,20250803,92100,492,10,20,3,3.00,9.00,0,0,Mobile Pay,Small,CosmosDB,2025-08-03 09:21:00.000
1752,txn-001752,20250802,190500,212,2,5,1,3.50,3.50,5,2,Debit Card,Small,CosmosDB,2025-08-02 19:05:00.000
1753,txn-001753,20250802,12800,441,3,19,2,1.25,2.50,0,1,Cash,Small,CosmosDB,2025-08-02 01:28:00.000
1754,txn-001754,20250803,180700,173,6,7,4,4.50,18.00,5,3,Debit Card,Medium,CosmosDB,2025-08-03 18:07:00.000
1755,txn-001755,20250804,42500,182,14,19,3,2.75,8.25,5,3,Credit Card,Large,CosmosDB,2025-08-04 04:25:00.000
1756,txn-001756,20250803,4400,233,16,20,4,3.00,12.00,1,3,Gift Card,Medium,CosmosDB,2025-08-03 00:44:00.000
1757,txn-001757,20250803,220500,52,19,15,1,5.50,5.50,2,0,Credit Card,Medium,CosmosDB,2025-08-03 22:05:00.000
1758,txn-001758,20250802,44700,492,20,13,4,3.25,13.00,1,3,Mobile Pay,Large,CosmosDB,2025-08-02 04:47:00.000
1759,txn-001759,20250803,220200,447,6,9,1,3.50,3.50,5,3,Mobile Pay,Small,CosmosDB,2025-08-03 22:02:00.000
1760,txn-001760,20250802,63100,463,11,13,4,2.50,10.00,4,2,Gift Card,Medium,CosmosDB,2025-08-02 06:31:00.000
1761,txn-001761,20250801,163800,170,11,11,2,2.25,4.50,0,3,Credit Card,Small,CosmosDB,2025-08-01 16:38:00.000
1762,txn-001762,20250804,131100,382,14,14,2,2.75,5.50,5,0,Credit Card,Medium,CosmosDB,2025-08-04 13:11:00.000
1763,txn-001763,20250803,204800,379,5,13,3,3.25,9.75,2,2,Credit Card,Large,CosmosDB,2025-08-03 20:48:00.000
1764,txn-001764,20250804,94500,66,19,15,2,4.75,9.50,2,3,Cash,Small,CosmosDB,2025-08-04 09:45:00.000
1765,txn-001765,20250802,25400,340,6,9,1,5.25,5.25,5,3,Gift Card,Large,CosmosDB,2025-08-02 02:54:00.000
1766,txn-001766,20250802,113400,447,18,18,1,7.00,7.00,2,2,Debit Card,Medium,CosmosDB,2025-08-02 11:34:00.000
1767,txn-001767,20250804,115400,282,9,6,3,5.00,15.00,1,0,Mobile Pay,Medium,CosmosDB,2025-08-04 11:54:00.000
1768,txn-001768,20250802,135900,199,7,12,2,2.75,5.50,1,2,Gift Card,Small,CosmosDB,2025-08-02 13:59:00.000
1769,txn-001769,20250803,122100,20,5,20,1,3.00,3.00,5,3,Mobile Pay,Small,CosmosDB,2025-08-03 12:21:00.000
1770,txn-001770,20250802,123400,16,3,10,1,3.75,3.75,2,0,Credit Card,Small,CosmosDB,2025-08-02 12:34:00.000
1771,txn-001771,20250804,64100,203,5,9,1,4.25,4.25,3,1,Cash,Medium,CosmosDB,2025-08-04 06:41:00.000
1772,txn-001772,20250803,64400,225,11,12,4,2.75,11.00,4,1,Debit Card,Small,CosmosDB,2025-08-03 06:44:00.000
1773,txn-001773,20250802,2000,77,11,16,2,5.75,11.50,1,2,Mobile Pay,Small,CosmosDB,2025-08-02 00:20:00.000
1774,txn-001774,20250802,165400,340,2,18,3,7.00,21.00,5,1,Credit Card,Medium,CosmosDB,2025-08-02 16:54:00.000
